College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Project_Rank_in_CGPA
clg0006,115.0,6.44,6.42,8.0,yes,5.0,8.0,2.0,yes,4.0
clg0078,99.0,5.77,7.56,3.0,no,2.0,10.0,4.0,no,2.0
clg0062,89.0,7.67,8.0,7.0,no,8.0,4.0,2.0,no,4.0
clg0006,99.0,6.8,6.34,6.0,no,2.0,4.0,0.0,no,6.0
clg0044,115.0,7.47,7.7,6.0,no,4.0,5.0,4.0,no,2.0
clg0073,81.0,7.59,7.56,6.0,no,2.0,6.0,3.0,no,3.0
clg0028,96.0,6.77,7.07,3.0,no,0.0,3.0,1.0,no,5.0
clg0018,85.0,6.28,6.7,9.0,yes,6.0,9.0,0.0,no,6.0
clg0011,115.0,8.62,9.09,4.0,no,0.0,7.0,5.0,yes,1.0
clg0094,116.0,6.53,6.26,1.0,no,10.0,9.0,4.0,yes,2.0
clg0034,98.0,8.56,8.77,10.0,no,3.0,6.0,4.0,no,2.0
clg0090,95.0,7.19,7.0,4.0,no,8.0,9.0,5.0,no,1.0
clg0095,71.0,7.55,7.56,9.0,no,1.0,2.0,3.0,no,3.0
clg0062,74.0,9.53,9.39,4.0,yes,8.0,6.0,1.0,no,5.0
clg0059,95.0,5.77,5.61,8.0,no,10.0,6.0,4.0,no,2.0
clg0043,110.0,7.01,7.09,10.0,yes,4.0,5.0,3.0,no,3.0
clg0061,113.0,7.72,7.41,5.0,no,8.0,9.0,2.0,yes,4.0
clg0028,98.0,6.29,6.53,10.0,yes,10.0,1.0,1.0,no,5.0
clg0100,94.0,7.49,7.03,3.0,no,3.0,8.0,3.0,no,3.0
clg0023,83.0,9.11,9.12,6.0,no,5.0,9.0,3.0,yes,3.0
clg0067,107.0,6.31,6.29,7.0,yes,7.0,3.0,0.0,no,6.0
clg0041,106.0,9.21,9.34,4.0,no,7.0,5.0,3.0,no,3.0
clg0034,99.0,7.79,7.81,1.0,no,1.0,7.0,5.0,no,1.0
clg0039,96.0,5.61,5.97,9.0,no,0.0,2.0,3.0,no,2.0
clg0034,102.0,8.76,8.61,3.0,no,6.0,10.0,0.0,no,6.0
clg0057,99.0,8.51,8.12,4.0,yes,3.0,6.0,5.0,yes,1.0
clg0096,125.0,7.68,7.66,10.0,yes,1.0,9.0,2.0,yes,4.0
clg0075,100.0,9.56,9.45,5.0,no,4.0,5.0,2.0,no,4.0
clg0032,86.0,6.17,6.13,9.0,no,1.0,1.0,2.0,no,4.0
clg0078,99.0,5.55,5.32,1.0,yes,4.0,10.0,5.0,yes,1.0
clg0021,87.0,7.55,7.56,6.0,no,7.0,10.0,2.0,yes,4.0
clg0094,119.0,9.72,10.1,10.0,no,7.0,4.0,5.0,yes,1.0
clg0049,120.0,7.55,7.93,1.0,no,9.0,6.0,5.0,yes,1.0
clg0039,108.0,5.29,4.83,6.0,no,3.0,2.0,4.0,no,2.0
clg0089,99.0,5.87,5.73,2.0,yes,10.0,5.0,2.0,no,4.0
clg0062,99.0,6.32,5.86,1.0,yes,1.0,9.0,0.0,no,5.0
clg0074,94.0,9.85,7.56,3.0,yes,2.0,3.0,5.0,no,1.0
clg0064,99.0,8.03,8.02,7.0,yes,5.0,10.0,0.0,yes,6.0
clg0008,110.0,6.36,6.01,7.0,no,2.0,5.0,3.0,no,3.0
clg0062,106.0,5.77,6.02,6.0,yes,3.0,2.0,1.0,no,5.0
clg0001,99.0,6.37,6.49,2.0,no,5.0,1.0,0.0,no,6.0
clg0001,138.0,8.71,8.3,6.0,no,1.0,6.0,2.0,yes,4.0
clg0077,110.0,9.29,9.37,9.0,yes,8.0,8.0,1.0,no,5.0
clg0066,62.0,5.95,6.04,7.0,no,7.0,7.0,3.0,no,3.0
clg0094,99.0,7.55,7.56,1.0,no,9.0,7.0,0.0,no,6.0
clg0048,58.0,5.51,5.91,7.0,no,1.0,6.0,4.0,no,2.0
clg0022,96.0,9.51,7.56,8.0,yes,5.0,8.0,2.0,yes,4.0
clg0023,108.0,5.72,7.56,2.0,yes,8.0,10.0,1.0,no,5.0
clg0017,95.0,9.18,9.41,3.0,yes,2.0,10.0,1.0,no,5.0
clg0056,81.0,9.98,10.27,7.0,no,4.0,4.0,4.0,no,2.0
clg0062,94.0,9.21,9.51,2.0,no,5.0,6.0,2.0,no,4.0
clg0062,117.0,7.55,9.02,10.0,yes,5.0,4.0,3.0,yes,3.0
clg0014,73.0,9.01,8.69,3.0,yes,5.0,6.0,5.0,no,1.0
clg0017,100.0,7.55,10.24,9.0,no,2.0,2.0,0.0,no,2.0
clg0012,102.0,9.47,7.56,3.0,no,5.0,9.0,4.0,yes,2.0
clg0029,113.0,7.32,7.01,1.0,no,6.0,6.0,2.0,no,4.0
clg0098,104.0,5.94,5.9,2.0,no,3.0,4.0,4.0,no,2.0
clg0007,97.0,6.0,5.82,4.0,no,0.0,2.0,3.0,no,2.0
clg0039,81.0,6.54,6.05,1.0,no,3.0,4.0,3.0,no,3.0
clg0060,99.0,7.55,7.74,4.0,yes,2.0,7.0,4.0,no,2.0
clg0006,87.0,7.69,7.96,5.0,no,9.0,8.0,5.0,no,1.0
clg0014,83.0,9.1,9.22,6.0,yes,8.0,6.0,3.0,no,3.0
clg0062,96.0,6.27,6.0,5.0,no,1.0,5.0,2.0,no,4.0
clg0073,82.0,7.55,7.46,9.0,no,5.0,4.0,0.0,no,6.0
clg0090,105.0,9.91,9.7,6.0,no,7.0,1.0,3.0,no,2.0
clg0004,102.0,7.38,7.32,10.0,yes,5.0,6.0,1.0,no,5.0
clg0062,105.0,6.06,6.1,1.0,no,0.0,6.0,4.0,no,2.0
clg0053,95.0,7.55,6.11,8.0,no,5.0,8.0,1.0,no,5.0
clg0087,72.0,6.46,7.56,1.0,no,1.0,1.0,4.0,no,2.0
clg0073,99.0,8.33,8.5,2.0,no,10.0,6.0,3.0,yes,2.0
clg0011,85.0,7.55,7.56,9.0,yes,8.0,5.0,2.0,no,4.0
clg0032,124.0,5.86,5.53,3.0,yes,9.0,8.0,3.0,yes,3.0
clg0016,139.0,9.84,10.16,10.0,no,5.0,4.0,2.0,yes,2.0
clg0062,123.0,8.69,9.02,10.0,yes,5.0,2.0,5.0,yes,1.0
clg0084,79.0,8.55,8.27,7.0,yes,5.0,6.0,5.0,no,1.0
clg0014,104.0,8.56,7.56,7.0,no,9.0,8.0,3.0,yes,3.0
clg0031,79.0,8.4,8.86,4.0,yes,5.0,5.0,1.0,no,5.0
clg0087,107.0,9.4,7.56,7.0,no,8.0,10.0,1.0,no,5.0
clg0062,99.0,7.29,7.18,6.0,yes,5.0,2.0,1.0,no,4.0
clg0037,109.0,5.25,4.79,2.0,yes,9.0,1.0,2.0,no,1.0
clg0042,120.0,8.61,7.56,5.0,yes,5.0,6.0,2.0,no,4.0
clg0047,99.0,6.82,6.53,6.0,no,7.0,8.0,2.0,no,4.0
clg0100,111.0,7.93,7.91,5.0,yes,0.0,4.0,3.0,no,2.0
clg0062,104.0,6.79,7.56,1.0,no,2.0,3.0,5.0,no,1.0
clg0062,72.0,6.54,6.13,7.0,yes,10.0,1.0,4.0,no,2.0
clg0039,118.0,5.54,5.45,1.0,no,5.0,9.0,4.0,yes,2.0
clg0062,104.0,8.41,8.29,10.0,yes,10.0,7.0,0.0,no,6.0
clg0078,99.0,8.97,8.69,1.0,yes,0.0,4.0,3.0,no,3.0
clg0012,123.0,9.73,9.59,4.0,yes,2.0,8.0,0.0,yes,6.0
clg0062,99.0,7.08,7.17,8.0,yes,10.0,8.0,5.0,no,1.0
clg0086,99.0,8.18,7.9,3.0,no,10.0,5.0,5.0,no,1.0
clg0039,98.0,7.46,7.28,4.0,yes,1.0,6.0,4.0,no,2.0
clg0031,107.0,5.55,5.08,3.0,no,9.0,6.0,3.0,no,3.0
clg0097,114.0,6.02,6.44,4.0,no,9.0,2.0,3.0,no,3.0
clg0051,94.0,6.3,6.29,6.0,no,10.0,5.0,3.0,no,3.0
clg0059,123.0,6.14,6.22,1.0,yes,8.0,2.0,3.0,no,3.0
clg0076,99.0,7.99,8.46,8.0,yes,10.0,7.0,5.0,no,1.0
clg0025,99.0,5.69,6.11,4.0,no,4.0,9.0,1.0,no,5.0
clg0093,124.0,5.34,5.36,10.0,no,6.0,4.0,2.0,no,4.0
clg0014,107.0,9.37,9.12,6.0,no,1.0,8.0,0.0,no,6.0
clg0062,100.0,7.55,7.33,1.0,no,4.0,6.0,5.0,no,1.0
clg0014,97.0,6.11,7.56,8.0,no,3.0,2.0,4.0,no,2.0
clg0021,99.0,8.41,8.29,4.0,no,1.0,8.0,0.0,yes,6.0
clg0062,99.0,7.19,6.92,2.0,yes,1.0,6.0,5.0,yes,1.0
clg0028,94.0,7.55,7.56,6.0,yes,6.0,6.0,1.0,no,5.0
clg0027,108.0,7.55,7.56,1.0,no,8.0,7.0,4.0,no,2.0
clg0031,83.0,9.34,7.56,4.0,yes,2.0,9.0,4.0,yes,2.0
clg0069,97.0,5.92,5.84,10.0,no,4.0,6.0,1.0,no,4.0
clg0041,88.0,6.83,6.98,10.0,no,4.0,9.0,2.0,no,4.0
clg0003,104.0,8.47,8.45,2.0,no,6.0,6.0,4.0,yes,2.0
clg0062,97.0,7.19,7.56,5.0,no,2.0,10.0,2.0,no,4.0
clg0037,109.0,8.99,9.34,7.0,yes,5.0,8.0,0.0,no,6.0
clg0098,109.0,6.39,5.91,10.0,yes,5.0,8.0,2.0,no,4.0
clg0045,100.0,9.48,7.56,7.0,yes,9.0,6.0,2.0,yes,4.0
clg0068,102.0,7.55,7.37,8.0,no,5.0,2.0,5.0,no,1.0
clg0056,101.0,5.88,7.56,8.0,no,8.0,9.0,4.0,no,2.0
clg0056,89.0,9.97,7.56,3.0,yes,5.0,2.0,3.0,no,3.0
clg0013,85.0,9.61,9.71,6.0,yes,10.0,9.0,5.0,yes,1.0
clg0072,99.0,5.77,5.37,2.0,no,2.0,8.0,5.0,no,1.0
clg0010,92.0,8.89,7.56,7.0,no,9.0,6.0,3.0,no,3.0
clg0100,99.0,9.51,9.28,3.0,yes,6.0,8.0,5.0,yes,1.0
clg0045,113.0,7.19,6.7,5.0,yes,1.0,8.0,4.0,yes,2.0
clg0062,101.0,8.85,9.02,6.0,no,0.0,6.0,4.0,no,2.0
clg0017,78.0,7.57,8.03,2.0,no,5.0,5.0,0.0,no,6.0
clg0001,115.0,7.55,6.32,7.0,yes,2.0,6.0,4.0,no,2.0
clg0078,110.0,9.49,9.22,7.0,no,5.0,9.0,0.0,no,6.0
clg0080,103.0,8.46,8.56,5.0,no,5.0,2.0,4.0,no,2.0
clg0085,99.0,9.69,9.46,4.0,no,6.0,1.0,1.0,no,5.0
clg0009,83.0,6.18,5.74,7.0,no,3.0,2.0,0.0,no,6.0
clg0041,101.0,5.36,5.63,2.0,yes,4.0,10.0,4.0,no,1.0
clg0047,125.0,5.7,5.29,1.0,no,7.0,9.0,4.0,yes,2.0
clg0062,103.0,6.78,7.01,6.0,yes,10.0,8.0,4.0,no,2.0
clg0017,99.0,7.55,4.87,5.0,yes,6.0,10.0,3.0,no,3.0
clg0061,122.0,7.44,7.77,3.0,yes,1.0,6.0,3.0,no,2.0
clg0013,99.0,7.23,7.66,5.0,no,9.0,1.0,3.0,no,3.0
clg0061,96.0,7.31,7.2,4.0,yes,3.0,4.0,5.0,no,1.0
clg0027,99.0,9.9,9.43,5.0,yes,7.0,6.0,5.0,no,1.0
clg0077,99.0,7.83,8.03,10.0,no,8.0,1.0,3.0,no,3.0
clg0005,116.0,6.83,6.47,6.0,no,7.0,10.0,5.0,yes,1.0
clg0016,107.0,7.78,7.99,5.0,yes,9.0,2.0,3.0,no,3.0
clg0045,99.0,6.18,5.98,6.0,yes,4.0,4.0,1.0,no,3.0
clg0062,94.0,5.94,7.56,3.0,no,2.0,6.0,1.0,no,5.0
clg0036,100.0,7.55,9.09,4.0,yes,2.0,8.0,4.0,yes,2.0
clg0072,85.0,7.25,7.56,10.0,yes,4.0,10.0,3.0,no,3.0
clg0078,128.0,6.69,6.23,8.0,no,5.0,2.0,4.0,no,2.0
clg0049,87.0,7.55,7.27,3.0,yes,1.0,2.0,4.0,no,2.0
clg0092,98.0,8.54,9.03,5.0,yes,10.0,10.0,2.0,yes,3.0
clg0020,99.0,5.13,5.06,2.0,no,3.0,2.0,1.0,no,4.0
clg0086,119.0,5.26,5.28,6.0,yes,5.0,2.0,4.0,no,2.0
clg0038,111.0,7.57,7.89,8.0,yes,4.0,7.0,2.0,no,2.0
clg0040,110.0,7.21,7.56,7.0,yes,5.0,6.0,4.0,no,2.0
clg0086,88.0,5.84,5.94,2.0,no,9.0,7.0,1.0,no,4.0
clg0062,111.0,8.9,9.31,8.0,no,1.0,1.0,5.0,yes,1.0
clg0010,91.0,6.76,7.56,6.0,yes,9.0,6.0,3.0,no,3.0
clg0062,82.0,5.35,5.05,7.0,no,8.0,1.0,0.0,no,6.0
clg0050,99.0,7.55,5.13,2.0,no,10.0,5.0,1.0,no,5.0
clg0065,99.0,6.73,6.85,5.0,yes,6.0,10.0,0.0,no,5.0
clg0019,109.0,7.55,7.92,6.0,yes,1.0,2.0,5.0,no,1.0
clg0023,119.0,9.24,9.48,4.0,no,1.0,6.0,0.0,no,6.0
clg0034,113.0,9.25,7.56,7.0,yes,7.0,3.0,0.0,no,6.0
clg0021,109.0,7.55,8.09,1.0,no,9.0,9.0,3.0,yes,2.0
clg0060,103.0,8.3,7.56,6.0,yes,2.0,6.0,5.0,no,1.0
clg0070,90.0,6.17,6.44,6.0,no,6.0,9.0,1.0,no,5.0
clg0045,99.0,9.52,9.79,3.0,no,5.0,5.0,0.0,no,6.0
clg0034,93.0,9.47,9.7,7.0,yes,2.0,7.0,3.0,no,2.0
clg0004,81.0,7.29,7.09,2.0,yes,5.0,2.0,5.0,no,1.0
clg0008,104.0,7.55,9.04,10.0,yes,2.0,10.0,4.0,yes,2.0
clg0041,96.0,8.84,9.32,6.0,no,2.0,7.0,2.0,no,4.0
clg0026,100.0,6.93,6.92,5.0,no,7.0,5.0,0.0,no,6.0
clg0009,104.0,7.94,7.5,2.0,no,10.0,3.0,2.0,no,4.0
clg0071,102.0,7.17,7.3,2.0,yes,6.0,8.0,4.0,no,2.0
clg0090,107.0,7.36,7.56,5.0,no,7.0,3.0,4.0,no,2.0
clg0083,98.0,5.43,5.58,3.0,no,6.0,10.0,2.0,no,4.0
clg0094,121.0,5.31,5.32,10.0,yes,10.0,7.0,3.0,no,3.0
clg0030,91.0,7.03,7.06,3.0,yes,6.0,1.0,1.0,no,5.0
clg0041,94.0,7.55,8.62,3.0,no,5.0,6.0,4.0,yes,2.0
clg0094,79.0,7.04,6.75,2.0,yes,2.0,4.0,4.0,no,2.0
clg0020,103.0,7.87,7.51,2.0,yes,7.0,10.0,2.0,no,4.0
clg0021,88.0,8.36,8.21,7.0,yes,5.0,10.0,1.0,no,4.0
clg0062,89.0,7.75,8.16,6.0,yes,1.0,5.0,1.0,no,5.0
clg0032,103.0,7.8,7.97,3.0,no,5.0,3.0,2.0,no,4.0
clg0065,72.0,7.84,7.57,4.0,yes,1.0,1.0,2.0,no,4.0
clg0080,99.0,5.62,5.36,8.0,yes,5.0,10.0,0.0,no,6.0
clg0016,111.0,7.55,7.56,3.0,no,5.0,4.0,0.0,no,6.0
clg0062,100.0,9.6,9.2,5.0,no,5.0,8.0,3.0,no,3.0
clg0054,123.0,9.78,7.56,8.0,no,7.0,1.0,4.0,yes,2.0
clg0055,82.0,5.89,6.18,10.0,no,0.0,10.0,0.0,no,6.0
clg0062,105.0,8.6,8.36,2.0,no,2.0,1.0,3.0,no,3.0
clg0065,99.0,7.58,7.29,8.0,yes,2.0,6.0,0.0,no,6.0
clg0037,99.0,6.98,6.54,8.0,no,3.0,9.0,0.0,no,6.0
clg0035,100.0,8.77,8.7,4.0,yes,3.0,2.0,3.0,no,3.0
clg0023,101.0,5.02,4.61,5.0,no,7.0,3.0,4.0,no,2.0
clg0028,103.0,7.41,7.22,7.0,yes,10.0,2.0,0.0,no,6.0
clg0010,81.0,7.41,7.73,10.0,no,5.0,7.0,1.0,no,4.0
clg0094,99.0,8.04,8.25,3.0,yes,0.0,2.0,1.0,no,4.0
clg0062,103.0,5.91,7.56,8.0,yes,3.0,1.0,5.0,no,1.0
clg0063,81.0,8.81,7.56,3.0,no,10.0,5.0,1.0,no,5.0
clg0037,99.0,9.8,9.72,2.0,yes,6.0,3.0,5.0,no,1.0
clg0079,99.0,6.86,7.01,6.0,yes,5.0,6.0,1.0,no,5.0
clg0053,90.0,8.45,8.69,4.0,no,3.0,2.0,3.0,no,3.0
clg0023,99.0,9.86,7.56,10.0,yes,5.0,6.0,3.0,yes,3.0
clg0084,87.0,9.0,9.15,1.0,no,7.0,6.0,4.0,no,2.0
clg0006,114.0,6.63,6.76,7.0,no,5.0,6.0,5.0,no,1.0
clg0056,110.0,9.52,9.99,8.0,no,9.0,10.0,4.0,yes,2.0
clg0081,95.0,7.55,7.81,6.0,yes,10.0,9.0,3.0,no,3.0
clg0034,138.0,7.49,7.54,4.0,no,5.0,10.0,5.0,yes,1.0
clg0017,69.0,8.64,9.04,9.0,yes,6.0,5.0,0.0,no,6.0
clg0088,99.0,7.1,6.75,8.0,no,2.0,2.0,3.0,no,3.0
clg0085,127.0,8.82,8.57,1.0,no,0.0,2.0,0.0,no,6.0
clg0032,93.0,6.33,7.56,1.0,no,3.0,5.0,2.0,no,4.0
clg0095,85.0,7.0,7.56,10.0,no,0.0,10.0,4.0,no,2.0
clg0075,94.0,7.18,7.41,5.0,no,2.0,8.0,4.0,no,2.0
clg0025,101.0,9.67,9.6,1.0,no,4.0,4.0,2.0,no,4.0
clg0079,100.0,6.1,5.65,2.0,yes,0.0,8.0,3.0,no,3.0
clg0043,104.0,9.17,9.22,7.0,no,10.0,2.0,1.0,no,5.0
clg0033,78.0,9.86,9.76,2.0,no,8.0,6.0,0.0,no,5.0
clg0065,95.0,6.8,6.69,8.0,no,5.0,6.0,2.0,no,4.0
clg0056,99.0,6.96,6.66,4.0,no,3.0,5.0,0.0,no,6.0
clg0050,106.0,5.8,6.1,3.0,yes,8.0,4.0,5.0,no,1.0
clg0076,120.0,6.91,6.51,9.0,yes,5.0,6.0,1.0,no,5.0
clg0011,90.0,8.53,8.2,4.0,no,6.0,7.0,5.0,no,1.0
clg0019,121.0,5.87,5.61,1.0,yes,1.0,3.0,1.0,no,5.0
clg0091,89.0,9.71,9.72,1.0,no,5.0,6.0,5.0,no,1.0
clg0016,93.0,7.79,7.56,5.0,yes,7.0,6.0,1.0,no,5.0
clg0032,72.0,6.97,7.37,1.0,yes,7.0,9.0,4.0,no,2.0
clg0005,101.0,6.24,7.56,9.0,no,0.0,5.0,0.0,no,6.0
clg0030,119.0,7.78,8.12,10.0,no,0.0,7.0,4.0,yes,2.0
clg0025,104.0,7.25,7.15,7.0,yes,6.0,1.0,4.0,no,1.0
clg0070,122.0,6.06,7.56,3.0,no,7.0,5.0,1.0,no,5.0
clg0056,93.0,6.44,6.02,10.0,no,6.0,10.0,0.0,no,6.0
clg0052,85.0,7.41,7.07,1.0,no,10.0,6.0,2.0,no,4.0
clg0090,118.0,6.79,6.94,5.0,yes,9.0,6.0,5.0,no,1.0
clg0075,74.0,6.94,7.27,2.0,no,7.0,4.0,5.0,no,1.0
clg0073,112.0,7.55,9.01,3.0,no,1.0,6.0,4.0,yes,2.0
clg0037,88.0,9.25,9.07,6.0,no,5.0,4.0,5.0,no,1.0
clg0015,104.0,8.43,8.13,3.0,yes,5.0,6.0,1.0,no,5.0
clg0068,91.0,6.31,5.92,4.0,no,5.0,2.0,4.0,no,2.0
clg0014,111.0,6.65,7.1,3.0,yes,6.0,2.0,3.0,no,2.0
clg0056,92.0,9.77,9.56,10.0,yes,10.0,10.0,5.0,yes,1.0
clg0006,112.0,7.54,7.76,3.0,no,5.0,7.0,1.0,no,5.0
clg0031,99.0,7.55,8.31,7.0,no,8.0,10.0,3.0,no,3.0
clg0098,87.0,5.37,5.6,9.0,yes,6.0,6.0,5.0,no,1.0
clg0097,117.0,6.76,6.42,9.0,no,0.0,7.0,5.0,no,1.0
clg0084,117.0,8.1,7.91,7.0,yes,3.0,1.0,1.0,no,3.0
clg0048,99.0,7.55,7.56,8.0,no,3.0,10.0,3.0,no,3.0
clg0021,105.0,8.4,7.91,2.0,no,1.0,2.0,3.0,no,2.0
clg0015,112.0,5.29,5.78,1.0,no,5.0,2.0,0.0,no,6.0
clg0086,106.0,7.98,8.45,6.0,no,8.0,6.0,0.0,no,6.0
clg0024,91.0,9.98,9.98,1.0,yes,8.0,2.0,4.0,no,2.0
clg0096,79.0,6.36,6.8,2.0,yes,4.0,5.0,1.0,no,5.0
clg0062,92.0,6.7,6.81,8.0,no,3.0,9.0,1.0,no,5.0
clg0040,99.0,7.55,7.98,9.0,yes,5.0,7.0,0.0,no,5.0
clg0062,110.0,8.25,8.46,7.0,yes,6.0,7.0,3.0,no,3.0
clg0036,76.0,6.53,6.67,10.0,no,5.0,10.0,1.0,no,5.0
clg0031,115.0,9.65,9.54,1.0,no,5.0,6.0,5.0,yes,1.0
clg0007,96.0,6.81,7.11,5.0,no,1.0,2.0,1.0,no,5.0
clg0015,81.0,7.69,7.37,2.0,no,6.0,5.0,3.0,no,3.0
clg0043,99.0,9.85,9.83,3.0,yes,10.0,2.0,2.0,no,4.0
clg0095,74.0,5.65,5.35,7.0,yes,8.0,8.0,4.0,no,1.0
clg0032,123.0,9.8,9.95,1.0,no,2.0,3.0,3.0,yes,2.0
clg0002,77.0,6.75,7.56,10.0,yes,2.0,6.0,5.0,no,1.0
clg0008,101.0,7.41,7.56,6.0,no,3.0,3.0,0.0,no,6.0
clg0078,90.0,6.2,5.79,8.0,no,6.0,9.0,5.0,no,1.0
clg0059,119.0,7.26,7.06,10.0,no,2.0,4.0,2.0,no,4.0
clg0082,72.0,7.53,7.4,3.0,no,6.0,8.0,3.0,no,3.0
clg0012,87.0,8.46,7.56,9.0,no,10.0,9.0,4.0,yes,2.0
clg0027,112.0,7.61,7.56,5.0,no,5.0,9.0,3.0,yes,3.0
clg0011,131.0,5.39,7.56,4.0,no,7.0,9.0,0.0,no,6.0
clg0062,104.0,7.26,7.31,5.0,yes,7.0,2.0,3.0,no,3.0
clg0043,126.0,6.04,7.56,7.0,no,2.0,4.0,2.0,no,4.0
clg0063,103.0,7.02,6.99,2.0,yes,4.0,1.0,5.0,no,1.0
clg0081,121.0,6.19,6.1,6.0,no,6.0,7.0,4.0,no,2.0
clg0067,122.0,7.81,7.56,4.0,yes,2.0,10.0,2.0,yes,4.0
clg0062,120.0,6.58,6.99,3.0,no,0.0,7.0,3.0,no,3.0
clg0047,104.0,8.22,8.08,8.0,yes,2.0,7.0,2.0,no,3.0
clg0095,86.0,9.96,9.77,10.0,no,5.0,2.0,5.0,no,1.0
clg0033,97.0,6.94,6.47,10.0,no,5.0,2.0,5.0,no,1.0
clg0004,91.0,5.05,5.55,4.0,no,3.0,7.0,2.0,no,4.0
clg0005,122.0,7.93,7.56,7.0,yes,10.0,1.0,0.0,no,6.0
clg0078,100.0,6.73,6.74,5.0,no,5.0,1.0,3.0,no,3.0
clg0065,97.0,7.55,5.13,10.0,no,1.0,5.0,3.0,no,3.0
clg0053,99.0,5.36,5.13,9.0,no,9.0,8.0,2.0,no,4.0
clg0078,103.0,7.55,9.54,3.0,yes,4.0,5.0,3.0,no,3.0
clg0040,80.0,5.22,5.44,6.0,no,2.0,6.0,4.0,no,2.0
clg0033,95.0,9.43,9.08,7.0,no,10.0,3.0,5.0,no,1.0
clg0037,99.0,6.51,7.56,2.0,no,9.0,7.0,3.0,no,3.0
clg0035,100.0,5.96,5.59,4.0,no,5.0,2.0,4.0,no,2.0
clg0046,83.0,6.5,6.75,10.0,no,5.0,2.0,4.0,no,2.0
clg0077,110.0,7.22,6.95,5.0,no,5.0,8.0,1.0,no,5.0
clg0027,86.0,8.03,8.39,6.0,no,5.0,1.0,4.0,no,2.0
clg0016,85.0,6.2,7.56,8.0,no,8.0,5.0,0.0,no,6.0
clg0054,99.0,6.67,6.35,9.0,yes,4.0,5.0,3.0,no,2.0
clg0072,99.0,6.25,6.3,6.0,yes,4.0,7.0,4.0,no,2.0
clg0080,105.0,5.88,5.65,1.0,no,8.0,2.0,5.0,no,1.0
clg0062,99.0,9.33,9.01,6.0,no,5.0,1.0,3.0,no,3.0
clg0025,95.0,9.18,7.56,4.0,yes,5.0,3.0,3.0,no,3.0
clg0037,99.0,5.15,5.32,9.0,yes,10.0,5.0,0.0,no,6.0
clg0019,87.0,6.2,7.56,3.0,no,7.0,4.0,0.0,no,6.0
clg0062,99.0,7.55,6.37,4.0,yes,7.0,5.0,0.0,no,6.0
clg0083,99.0,5.72,6.0,6.0,yes,0.0,7.0,4.0,no,2.0
clg0042,82.0,7.5,7.97,9.0,no,5.0,6.0,4.0,no,2.0
clg0087,97.0,9.34,7.56,8.0,no,9.0,1.0,3.0,no,3.0
clg0041,80.0,8.94,8.75,4.0,no,2.0,10.0,3.0,yes,3.0
clg0088,92.0,7.55,9.57,9.0,no,10.0,6.0,4.0,yes,2.0
clg0082,103.0,7.55,4.69,10.0,yes,4.0,8.0,4.0,no,2.0
clg0062,99.0,5.89,6.12,2.0,no,8.0,6.0,1.0,no,5.0
clg0061,99.0,9.63,9.24,8.0,no,4.0,7.0,4.0,yes,2.0
clg0068,113.0,7.55,7.56,1.0,no,7.0,3.0,1.0,no,5.0
clg0048,110.0,8.71,9.02,5.0,no,10.0,1.0,2.0,no,4.0
clg0040,93.0,5.55,5.99,6.0,no,7.0,3.0,4.0,no,2.0
clg0086,113.0,7.12,7.54,5.0,no,3.0,7.0,4.0,no,2.0
clg0029,139.0,7.29,7.24,8.0,no,8.0,4.0,4.0,no,1.0
clg0048,94.0,5.11,4.94,1.0,no,6.0,1.0,5.0,no,1.0
clg0039,99.0,5.67,7.56,4.0,no,4.0,6.0,0.0,no,6.0
clg0041,79.0,9.42,9.07,5.0,no,2.0,8.0,1.0,no,5.0
clg0055,112.0,7.56,7.82,7.0,no,5.0,3.0,0.0,no,6.0
clg0001,74.0,9.38,9.77,8.0,no,5.0,2.0,3.0,no,2.0
clg0006,125.0,6.81,7.04,1.0,no,8.0,6.0,1.0,no,5.0
clg0046,91.0,6.08,5.67,3.0,no,0.0,7.0,3.0,no,2.0
clg0014,99.0,7.55,5.65,10.0,yes,10.0,2.0,2.0,no,4.0
clg0010,97.0,8.55,8.2,2.0,no,2.0,8.0,4.0,yes,2.0
clg0095,118.0,7.17,7.56,10.0,no,6.0,6.0,4.0,no,2.0
clg0073,95.0,8.35,8.7,9.0,yes,2.0,7.0,4.0,no,2.0
clg0053,130.0,6.84,6.35,10.0,no,0.0,9.0,5.0,yes,1.0
clg0070,99.0,8.84,8.84,5.0,yes,5.0,6.0,1.0,no,5.0
clg0016,105.0,5.36,5.11,10.0,no,2.0,8.0,0.0,no,5.0
clg0084,128.0,7.32,7.57,2.0,no,6.0,6.0,0.0,no,5.0
clg0048,108.0,7.97,8.31,1.0,yes,5.0,8.0,4.0,yes,2.0
clg0043,108.0,7.55,8.06,8.0,yes,2.0,10.0,4.0,yes,2.0
clg0062,107.0,5.6,5.42,1.0,no,10.0,9.0,3.0,no,3.0
clg0027,115.0,5.67,5.55,4.0,no,2.0,8.0,4.0,yes,2.0
clg0046,102.0,5.46,5.09,1.0,no,2.0,8.0,1.0,no,4.0
clg0058,96.0,5.46,5.63,3.0,no,10.0,10.0,4.0,no,1.0
clg0088,99.0,7.55,5.81,3.0,no,10.0,10.0,2.0,no,4.0
